0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,1,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,2,1.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,3,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,4,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,5,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,6,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,7,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,8,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,9,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,10,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,11,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.556,0.496,0.796,0.819,12,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,1,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,2,0.9998
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,3,0.0002
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,4,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,5,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,6,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,7,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,8,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,9,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,10,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,11,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.535,0.433,0.586,0.497,12,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,1,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,2,1.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,3,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,4,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,5,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,6,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,7,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,8,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,9,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,10,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,11,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.474,0.431,0.523,0.496,12,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,1,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,2,0.9994
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,3,0.0003
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,4,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,5,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,6,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,7,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,8,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,9,0.0001
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,10,0.0001
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,11,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.244,0.458,0.315,0.572,12,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,1,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,2,1.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,3,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,4,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,5,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,6,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,7,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,8,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,9,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,10,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,11,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.290,0.451,0.333,0.535,12,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,1,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,2,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,3,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,4,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,5,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,6,0.0025
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,7,0.0000
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,8,0.9902
0400_arm01_gopro1_20200324_005347_beh7_ani2_ins1_cut_3,0001,0.093,0.676,0.289,0.885,9,0.0004
